loc,xCoordinate,yCoordinate
"Restricted Area_Center(C)",-4,0
"Right Corner 3_Right Side(R)",231,-23
"Mid-Range_Left Side(L)",-98,93
"Above the Break 3_Left Side Center(LC)",-149,205
"Restricted Area_Center(C)",-4,13
"Restricted Area_Center(C)",1,17
"Mid-Range_Right Side(R)",180,-8
"Restricted Area_Center(C)",-4,34
"Restricted Area_Center(C)",-4,13
"Mid-Range_Right Side(R)",174,-23
"Restricted Area_Center(C)",-18,0
"Restricted Area_Center(C)",-12,28
"In The Paint (Non-RA)_Center(C)",1,40
"Restricted Area_Center(C)",7,0
"Restricted Area_Center(C)",7,34
"Restricted Area_Center(C)",7,23
"Right Corner 3_Right Side(R)",231,-8
"Restricted Area_Center(C)",1,7
"Above the Break 3_Left Side Center(LC)",-155,205
"Mid-Range_Left Side(L)",-149,7
"In The Paint (Non-RA)_Center(C)",1,51
"Left Corner 3_Left Side(L)",-235,13
"Mid-Range_Right Side(R)",144,-13
"Mid-Range_Right Side(R)",94,122
"Right Corner 3_Right Side(R)",231,-8
"Mid-Range_Left Side(L)",-162,-19
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",56,17
"Above the Break 3_Left Side Center(LC)",-117,226
"Mid-Range_Left Side(L)",-103,17
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",91,11
"Mid-Range_Left Side Center(LC)",-132,97
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),3,144
"In The Paint (Non-RA)_Right Side(R)",70,76
"Mid-Range_Right Side Center(RC)",134,127
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-16,110
"In The Paint (Non-RA)_Left Side(L)",-67,110
"Mid-Range_Left Side(L)",-88,11
"Mid-Range_Left Side Center(LC)",-109,150
Mid-Range_Center(C),-16,173
"In The Paint (Non-RA)_Center(C)",-46,63
"In The Paint (Non-RA)_Center(C)",11,57
"Mid-Range_Left Side(L)",-132,-11
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),-58,196
"Above the Break 3_Left Side Center(LC)",-183,186
"Mid-Range_Left Side(L)",-103,-11
"Mid-Range_Right Side Center(RC)",85,173
"In The Paint (Non-RA)_Center(C)",32,80
"In The Paint (Non-RA)_Center(C)",3,87
"In The Paint (Non-RA)_Center(C)",-1,40
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",121,4
"Mid-Range_Right Side(R)",127,34
"Mid-Range_Right Side Center(RC)",121,127
"In The Paint (Non-RA)_Center(C)",24,47
"Mid-Range_Left Side(L)",-94,4
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-23,47
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),62,192
"In The Paint (Non-RA)_Center(C)",11,93
"Restricted Area_Center(C)",28,13
"Mid-Range_Right Side(R)",157,0
"Mid-Range_Right Side Center(RC)",115,148
"Above the Break 3_Left Side Center(LC)",-168,209
"In The Paint (Non-RA)_Center(C)",58,34
"Above the Break 3_Center(C)",1,253
"Mid-Range_Left Side(L)",-96,63
"Above the Break 3_Left Side Center(LC)",-147,192
"In The Paint (Non-RA)_Center(C)",-42,19
"Restricted Area_Center(C)",-18,13
"Above the Break 3_Right Side Center(RC)",220,118
"Restricted Area_Center(C)",28,-2
"Mid-Range_Left Side(L)",-183,74
Mid-Range_Center(C),58,179
"Restricted Area_Center(C)",7,13
"Restricted Area_Center(C)",16,30
"Mid-Range_Right Side(R)",121,30
"Restricted Area_Center(C)",22,0
"Above the Break 3_Right Side Center(RC)",191,192
"Above the Break 3_Center(C)",70,257
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Right Side(R)",58,68
"Left Corner 3_Left Side(L)",-238,0
"Restricted Area_Center(C)",28,19
"Restricted Area_Center(C)",37,13
"Mid-Range_Left Side(L)",-132,19
"Above the Break 3_Left Side Center(LC)",-153,219
"Restricted Area_Center(C)",16,19
"Above the Break 3_Right Side Center(RC)",142,230
"Restricted Area_Center(C)",22,13
"Above the Break 3_Right Side Center(RC)",199,198
"Restricted Area_Center(C)",22,13
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",51,30
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",138,87
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",231,19
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-149,-13
"Mid-Range_Right Side(R)",159,57
"Left Corner 3_Left Side(L)",-221,57
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-42,57
"In The Paint (Non-RA)_Center(C)",-27,57
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-56,-27
"In The Paint (Non-RA)_Center(C)",-12,80
"Above the Break 3_Right Side Center(RC)",125,217
"Above the Break 3_Center(C)",18,241
Mid-Range_Center(C),-50,144
"Mid-Range_Right Side(R)",161,55
"In The Paint (Non-RA)_Center(C)",47,19
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-86,99
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",226,36
"Above the Break 3_Left Side Center(LC)",-214,127
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",98,167
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",45,63
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),9,148
"In The Paint (Non-RA)_Center(C)",-52,34
"Mid-Range_Left Side Center(LC)",-96,141
"In The Paint (Non-RA)_Center(C)",-1,42
"Mid-Range_Right Side(R)",87,104
"Above the Break 3_Left Side Center(LC)",-88,238
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",-4,249
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",224,104
"Above the Break 3_Right Side Center(RC)",188,154
"In The Paint (Non-RA)_Center(C)",18,70
"Right Corner 3_Right Side(R)",231,2
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",83,156
"In The Paint (Non-RA)_Center(C)",3,137
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",197,87
Mid-Range_Center(C),56,144
"Above the Break 3_Center(C)",-23,257
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",144,150
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",123,-8
"In The Paint (Non-RA)_Center(C)",30,116
"Above the Break 3_Left Side Center(LC)",-191,163
"Above the Break 3_Right Side Center(RC)",195,156
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",167,190
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",1,104
"Mid-Range_Right Side(R)",167,87
"Mid-Range_Right Side(R)",100,-2
"In The Paint (Non-RA)_Center(C)",-71,36
"Mid-Range_Left Side(L)",-113,-2
"Above the Break 3_Right Side Center(RC)",153,200
"Mid-Range_Left Side(L)",-105,57
"In The Paint (Non-RA)_Center(C)",16,63
"Above the Break 3_Right Side Center(RC)",125,308
"In The Paint (Non-RA)_Left Side(L)",-65,49
"Mid-Range_Left Side(L)",-101,30
"Mid-Range_Right Side Center(RC)",83,150
"Mid-Range_Left Side(L)",-145,9
"In The Paint (Non-RA)_Center(C)",62,4
"Restricted Area_Center(C)",3,0
"Mid-Range_Left Side(L)",-86,26
"Mid-Range_Right Side(R)",140,36
"Mid-Range_Left Side Center(LC)",-79,177
"Mid-Range_Right Side Center(RC)",132,127
"Restricted Area_Center(C)",-8,4
"Mid-Range_Right Side(R)",132,30
"Restricted Area_Center(C)",3,0
"Mid-Range_Left Side Center(LC)",-94,160
"Mid-Range_Right Side Center(RC)",77,160
"Mid-Range_Right Side(R)",146,0
"Above the Break 3_Right Side Center(RC)",125,211
"Above the Break 3_Right Side Center(RC)",167,171
"Restricted Area_Center(C)",11,4
"Restricted Area_Center(C)",3,0
"In The Paint (Non-RA)_Right Side(R)",77,120
"Mid-Range_Right Side Center(RC)",125,167
"Mid-Range_Left Side(L)",-157,66
"In The Paint (Non-RA)_Center(C)",-65,19
"Restricted Area_Center(C)",-1,9
"In The Paint (Non-RA)_Center(C)",-65,15
"Mid-Range_Right Side Center(RC)",89,177
"Mid-Range_Left Side(L)",-136,36
"Restricted Area_Center(C)",-8,36
"Mid-Range_Right Side(R)",176,-13
"In The Paint (Non-RA)_Center(C)",-44,4
"Mid-Range_Right Side(R)",110,49
"Mid-Range_Left Side(L)",-151,42
"Restricted Area_Center(C)",-8,9
"Restricted Area_Center(C)",3,0
"Above the Break 3_Right Side Center(RC)",167,188
"Restricted Area_Center(C)",-16,9
"Mid-Range_Left Side Center(LC)",-86,160
"Mid-Range_Left Side(L)",-172,26
"Right Corner 3_Right Side(R)",226,87
"Mid-Range_Right Side(R)",140,19
"Mid-Range_Left Side(L)",-145,59
"Restricted Area_Center(C)",-37,4
"Mid-Range_Right Side(R)",132,15
"Mid-Range_Right Side Center(RC)",119,150
"Mid-Range_Left Side(L)",-86,26
Mid-Range_Center(C),-16,160
Mid-Range_Center(C),3,184
"Restricted Area_Center(C)",-29,19
"Mid-Range_Left Side(L)",-151,70
"Restricted Area_Center(C)",-8,9
"In The Paint (Non-RA)_Center(C)",-65,9
"In The Paint (Non-RA)_Right Side(R)",70,66
"In The Paint (Non-RA)_Center(C)",-1,49
"In The Paint (Non-RA)_Center(C)",-1,89
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",169,72
"Mid-Range_Right Side(R)",178,112
"Mid-Range_Right Side(R)",178,11
"Mid-Range_Right Side(R)",169,4
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",178,106
"Mid-Range_Left Side(L)",-168,66
"Mid-Range_Right Side(R)",178,49
"Left Corner 3_Left Side(L)",-240,0
"Mid-Range_Left Side Center(LC)",-138,106
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",235,-8
"Mid-Range_Left Side(L)",-168,93
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-204,0
"In The Paint (Non-RA)_Center(C)",-37,49
"In The Paint (Non-RA)_Center(C)",-67,15
"Mid-Range_Right Side(R)",169,0
"Mid-Range_Left Side(L)",-147,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",193,160
"Mid-Range_Left Side(L)",-147,0
"In The Paint (Non-RA)_Center(C)",3,61
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",121,215
"In The Paint (Non-RA)_Center(C)",22,68
"In The Paint (Non-RA)_Center(C)",49,129
"Mid-Range_Right Side Center(RC)",115,152
"Right Corner 3_Right Side(R)",235,-21
"Mid-Range_Left Side Center(LC)",-63,148
"Restricted Area_Center(C)",0,0
"Left Corner 3_Left Side(L)",-231,4
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-90,0
"In The Paint (Non-RA)_Center(C)",-54,0
"Mid-Range_Right Side(R)",129,-4
"Left Corner 3_Left Side(L)",-231,51
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-105,4
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",58,45
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-162,4
"Mid-Range_Right Side Center(RC)",157,125
"Mid-Range_Right Side Center(RC)",91,165
Mid-Range_Center(C),-4,141
"Mid-Range_Right Side(R)",178,21
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",142,198
"Right Corner 3_Right Side(R)",228,-4
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-162,4
"Mid-Range_Right Side(R)",148,0
"Mid-Range_Left Side Center(LC)",-138,129
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-94,76
"In The Paint (Non-RA)_Right Side(R)",62,87
"Mid-Range_Left Side(L)",-162,30
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",157,234
"Above the Break 3_Left Side Center(LC)",-197,173
"Above the Break 3_Right Side Center(RC)",157,219
"Above the Break 3_Left Side Center(LC)",-153,200
"Mid-Range_Left Side Center(LC)",-73,190
"Mid-Range_Right Side Center(RC)",142,163
"In The Paint (Non-RA)_Center(C)",-67,42
"Above the Break 3_Center(C)",11,278
"Mid-Range_Right Side Center(RC)",91,152
"In The Paint (Non-RA)_Center(C)",11,125
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",56,26
"Mid-Range_Right Side(R)",127,30
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-88,173
"Above the Break 3_Right Side Center(RC)",220,152
"In The Paint (Non-RA)_Center(C)",-58,26
"In The Paint (Non-RA)_Center(C)",32,97
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-58,9
"Above the Break 3_Left Side Center(LC)",-124,224
"Above the Break 3_Right Side Center(RC)",113,245
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",163,241
"Above the Break 3_Left Side Center(LC)",-124,245
"In The Paint (Non-RA)_Left Side(L)",-67,63
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",-58,272
Mid-Range_Center(C),-16,169
"In The Paint (Non-RA)_Center(C)",-10,118
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",193,196
"Mid-Range_Left Side(L)",-132,80
"Mid-Range_Left Side(L)",-132,76
"In The Paint (Non-RA)_Center(C)",24,36
"Mid-Range_Left Side Center(LC)",-153,156
"Restricted Area_Center(C)",18,26
"In The Paint (Non-RA)_Right Side(R)",77,57
"Above the Break 3_Right Side Center(RC)",184,167
"Above the Break 3_Center(C)",-73,241
"Mid-Range_Left Side Center(LC)",-103,167
"Mid-Range_Right Side Center(RC)",134,110
"Restricted Area_Center(C)",3,36
"Mid-Range_Right Side(R)",178,19
"In The Paint (Non-RA)_Center(C)",-58,36
"Mid-Range_Right Side(R)",169,70
"Restricted Area_Center(C)",18,26
"Above the Break 3_Right Side Center(RC)",178,173
"Mid-Range_Right Side(R)",199,36
"Mid-Range_Left Side Center(LC)",-147,163
"Mid-Range_Left Side Center(LC)",-124,110
"Above the Break 3_Left Side Center(LC)",-204,163
"Above the Break 3_Left Side Center(LC)",-147,207
"In The Paint (Non-RA)_Center(C)",32,63
"Mid-Range_Left Side Center(LC)",-103,144
"Restricted Area_Center(C)",-10,19
"Mid-Range_Right Side Center(RC)",106,173
"Above the Break 3_Right Side Center(RC)",106,224
"Mid-Range_Left Side Center(LC)",-117,110
"Mid-Range_Left Side(L)",-168,87
"In The Paint (Non-RA)_Center(C)",39,42
"Mid-Range_Left Side Center(LC)",-124,194
"Mid-Range_Right Side(R)",91,116
"Mid-Range_Right Side(R)",148,36
"Mid-Range_Right Side(R)",148,70
"Mid-Range_Right Side(R)",169,93
"Restricted Area_Center(C)",24,19
"Mid-Range_Left Side Center(LC)",-124,116
"Restricted Area_Center(C)",11,13
"In The Paint (Non-RA)_Center(C)",-31,47
"Above the Break 3_Right Side Center(RC)",134,213
Mid-Range_Center(C),39,163
"Mid-Range_Left Side Center(LC)",-147,127
"In The Paint (Non-RA)_Right Side(R)",62,53
"Mid-Range_Right Side(R)",157,87
"Above the Break 3_Left Side Center(LC)",-168,190
"Restricted Area_Center(C)",-16,13
"Restricted Area_Center(C)",-23,26
"In The Paint (Non-RA)_Center(C)",-16,93
"In The Paint (Non-RA)_Center(C)",24,70
"Mid-Range_Right Side(R)",178,30
"In The Paint (Non-RA)_Center(C)",32,36
"Above the Break 3_Right Side Center(RC)",106,259
"Mid-Range_Right Side(R)",193,30
"Mid-Range_Right Side(R)",148,30
Mid-Range_Center(C),-1,163
"Mid-Range_Right Side(R)",132,80
"In The Paint (Non-RA)_Center(C)",56,26
"Above the Break 3_Left Side Center(LC)",-86,241
"In The Paint (Non-RA)_Center(C)",-1,114
"Mid-Range_Left Side(L)",-145,30
"Restricted Area_Center(C)",11,36
"Mid-Range_Right Side(R)",119,57
"Mid-Range_Left Side(L)",-115,0
"In The Paint (Non-RA)_Left Side(L)",-79,47
"Restricted Area_Center(C)",11,36
"In The Paint (Non-RA)_Left Side(L)",-71,80
"In The Paint (Non-RA)_Center(C)",-16,70
"In The Paint (Non-RA)_Center(C)",32,97
"Mid-Range_Left Side(L)",-115,30
"In The Paint (Non-RA)_Center(C)",-29,76
"Mid-Range_Left Side(L)",-124,9
"In The Paint (Non-RA)_Right Side(R)",62,53
"Restricted Area_Center(C)",-16,26
"Mid-Range_Right Side(R)",132,76
"Mid-Range_Left Side Center(LC)",-71,152
"In The Paint (Non-RA)_Center(C)",11,47
"Restricted Area_Center(C)",-16,30
"In The Paint (Non-RA)_Center(C)",-71,30
"In The Paint (Non-RA)_Center(C)",32,36
"Restricted Area_Center(C)",18,19
"Left Corner 3_Left Side(L)",-238,26
"In The Paint (Non-RA)_Center(C)",-50,15
"Mid-Range_Left Side Center(LC)",-79,196
"Mid-Range_Left Side(L)",-124,0
"Mid-Range_Left Side(L)",-124,42
"Mid-Range_Left Side Center(LC)",-109,158
"In The Paint (Non-RA)_Center(C)",47,26
"In The Paint (Non-RA)_Center(C)",39,26
"In The Paint (Non-RA)_Center(C)",-71,9
"Mid-Range_Right Side(R)",119,101
"In The Paint (Non-RA)_Right Side(R)",62,76
"Above the Break 3_Right Side Center(RC)",226,101
"Mid-Range_Left Side(L)",-109,87
"Mid-Range_Right Side(R)",89,125
"Restricted Area_Center(C)",-1,26
"Mid-Range_Left Side(L)",-101,42
"Mid-Range_Left Side(L)",-130,15
"In The Paint (Non-RA)_Center(C)",-37,47
"Mid-Range_Right Side(R)",132,19
"Restricted Area_Center(C)",-23,30
"Mid-Range_Right Side(R)",132,87
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-157,-17
"Mid-Range_Left Side(L)",-172,-17
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",153,200
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-101,148
Mid-Range_Center(C),3,152
"Mid-Range_Left Side(L)",-157,-23
"Mid-Range_Left Side Center(LC)",-115,114
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),-1,141
"Mid-Range_Left Side Center(LC)",-94,158
"Mid-Range_Right Side(R)",153,-17
"Mid-Range_Left Side(L)",-101,19
"Restricted Area_Center(C)",-16,26
"Mid-Range_Right Side(R)",125,87
"Above the Break 3_Right Side Center(RC)",167,207
"Mid-Range_Right Side(R)",182,-13
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",176,-27
"Mid-Range_Right Side(R)",132,30
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",132,-17
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-124,26
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-101,-13
"In The Paint (Non-RA)_Center(C)",-23,53
"Mid-Range_Left Side(L)",-151,4
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-130,36
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-157,30
"Mid-Range_Right Side(R)",167,-27
"Mid-Range_Left Side(L)",-94,4
"Left Corner 3_Left Side(L)",-238,19
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-128,53
"Above the Break 3_Right Side Center(RC)",153,213
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),-27,200
"Mid-Range_Right Side Center(RC)",123,141
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-33,80
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",100,152
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-162,30
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",30,257
"Mid-Range_Right Side(R)",123,28
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",188,57
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",94,104
"Mid-Range_Right Side(R)",167,116
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",167,219
"Mid-Range_Left Side(L)",-84,76
"Mid-Range_Right Side(R)",159,21
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-71,163
"In The Paint (Non-RA)_Center(C)",-56,137
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-84,179
"Above the Break 3_Left Side Center(LC)",-134,236
"Mid-Range_Right Side(R)",188,4
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Right Side(R)",79,51
"Mid-Range_Left Side(L)",-176,0
"Mid-Range_Left Side(L)",-105,28
"Mid-Range_Left Side(L)",-162,28
"Above the Break 3_Right Side Center(RC)",129,243
"Left Corner 3_Left Side(L)",-235,4
"Mid-Range_Right Side(R)",138,51
"Mid-Range_Right Side(R)",188,11
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-221,127
"In The Paint (Non-RA)_Center(C)",43,57
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-92,21
"Mid-Range_Left Side Center(LC)",-134,104
"Mid-Range_Right Side(R)",159,34
"In The Paint (Non-RA)_Center(C)",7,57
"Right Corner 3_Right Side(R)",235,0
"Mid-Range_Left Side(L)",-147,-13
"Mid-Range_Right Side(R)",191,13
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-27,91
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-18,57
"In The Paint (Non-RA)_Center(C)",-4,51
"Mid-Range_Left Side Center(LC)",-69,148
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-216,108
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",108,125
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",169,386
"In The Paint (Non-RA)_Center(C)",49,108
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-96,23
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-105,80
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-48,51
"Mid-Range_Left Side(L)",-132,23
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-18,51
"Mid-Range_Right Side(R)",169,13
"In The Paint (Non-RA)_Center(C)",43,108
